,Time (s),Ion Gauge (mBar),Pirani 1 (mBar),Pirani 2 (mBar),Active Gauge (NA),Temperature (C)
0,0.0,1.6000000000000003e-05,1000.0,1000.0,NA,1024
1,130.42764401435852,1.6000000000000003e-05,1000.0,1000.0,NA,1024
2,133.73378038406372,1.6000000000000003e-05,1000.0,1000.0,NA,1022
3,136.77920722961426,1.6000000000000003e-05,1000.0,1000.0,NA,1024
4,139.78488421440125,1.6000000000000003e-05,1000.0,1000.0,NA,1024
5,142.7279405593872,1.6000000000000003e-05,1000.0,1000.0,NA,1024
6,145.7568323612213,1.6000000000000003e-05,1000.0,1000.0,NA,1024
7,148.7851276397705,1.6000000000000003e-05,1000.0,1000.0,NA,1024
8,151.71256566047668,1.6000000000000003e-05,1000.0,1000.0,NA,1024
9,154.74988865852356,1.6000000000000003e-05,1000.0,1000.0,NA,1024
10,157.7621841430664,1.6000000000000003e-05,1000.0,1000.0,NA,1024
11,160.75090789794922,1.6000000000000003e-05,1000.0,1000.0,NA,1023
12,163.71921038627625,1.6000000000000003e-05,1000.0,1000.0,NA,1023
13,166.72507429122925,1.6000000000000003e-05,1000.0,1000.0,NA,1024
14,169.73258423805237,1.6000000000000003e-05,1000.0,1000.0,NA,1024
15,172.69606184959412,1.6000000000000003e-05,1000.0,1000.0,NA,1024
16,175.7226424217224,1.6000000000000003e-05,1000.0,1000.0,NA,1024
17,178.74479389190674,1.6000000000000003e-05,1000.0,1000.0,NA,1024
18,181.7393319606781,1.6000000000000003e-05,1000.0,1000.0,NA,1024
19,184.77969765663147,1.6000000000000003e-05,1000.0,1000.0,NA,1024
20,187.75118136405945,1.6000000000000003e-05,1000.0,1000.0,NA,1023
21,190.79431176185608,1.6000000000000003e-05,1000.0,1000.0,NA,1024
22,193.77672338485718,1.6000000000000003e-05,1000.0,1000.0,NA,1023
23,196.7368061542511,1.5000000000000002e-05,1000.0,1000.0,NA,1024
24,199.81803464889526,1.6000000000000003e-05,1000.0,1000.0,NA,1022
25,202.7371804714203,1.5000000000000002e-05,1000.0,1000.0,NA,1024
26,205.7118217945099,1.5000000000000002e-05,1000.0,1000.0,NA,1024
27,208.75191640853882,1.5000000000000002e-05,1000.0,1000.0,NA,1024
28,211.72959184646606,1.5000000000000002e-05,1000.0,1000.0,NA,1023
29,214.77183413505554,1.6000000000000003e-05,1000.0,1000.0,NA,1024
30,217.75039339065552,1.6000000000000003e-05,1000.0,1000.0,NA,1024
31,220.7124538421631,1.5000000000000002e-05,1000.0,1000.0,NA,1024
32,223.7858967781067,1.5000000000000002e-05,1000.0,1000.0,NA,1023
33,226.7265441417694,1.5000000000000002e-05,1000.0,1000.0,NA,1023
34,229.78732323646545,1.6000000000000003e-05,1000.0,1000.0,NA,1024
35,232.79796648025513,1.5000000000000002e-05,1000.0,1000.0,NA,1023
36,235.75044775009155,1.5000000000000002e-05,1000.0,1000.0,NA,1023
37,238.7930724620819,1.5000000000000002e-05,1000.0,1000.0,NA,1024
38,241.8075659275055,1.5000000000000002e-05,1000.0,1000.0,NA,1023
39,244.84110498428345,1.5000000000000002e-05,1000.0,1000.0,NA,1023
40,247.75612044334412,1.5000000000000002e-05,1000.0,1000.0,NA,1024
41,250.78701734542847,1.5000000000000002e-05,1000.0,1000.0,NA,1024
42,253.82299900054932,1.5000000000000002e-05,1000.0,1000.0,NA,1023
43,256.8159546852112,1.5000000000000002e-05,1000.0,1000.0,NA,1023
44,259.7616696357727,1.5000000000000002e-05,1000.0,1000.0,NA,1023
45,262.83703684806824,1.5000000000000002e-05,1000.0,1000.0,NA,1023
46,265.7675106525421,1.5000000000000002e-05,1000.0,1000.0,NA,1023
47,268.78642559051514,1.5000000000000002e-05,1000.0,1000.0,NA,1024
48,271.81139087677,1.5000000000000002e-05,1000.0,1000.0,NA,1023
49,274.8540325164795,1.5000000000000002e-05,1000.0,1000.0,NA,1023
50,277.80094599723816,1.5000000000000002e-05,1000.0,1000.0,NA,1024
51,280.8286247253418,1.5000000000000002e-05,1000.0,1000.0,NA,1024
52,283.8607060909271,1.5000000000000002e-05,1000.0,1000.0,NA,1024
53,286.9121458530426,1.5000000000000002e-05,1000.0,1000.0,NA,1024
54,289.92092990875244,1.5000000000000002e-05,1000.0,1000.0,NA,1024
55,292.84928011894226,1.5000000000000002e-05,1000.0,1000.0,NA,1022
56,295.8816828727722,1.5000000000000002e-05,1000.0,1000.0,NA,1024
57,298.9146511554718,1.5000000000000002e-05,1000.0,1000.0,NA,1024
58,301.8907279968262,1.5000000000000002e-05,1000.0,1000.0,NA,1024
59,304.8450815677643,1.5000000000000002e-05,1000.0,1000.0,NA,1023
60,307.8700661659241,1.5000000000000002e-05,1000.0,1000.0,NA,1024
61,310.8695511817932,1.5000000000000002e-05,1000.0,1000.0,NA,1023
62,313.83094549179077,1.5000000000000002e-05,1000.0,1000.0,NA,1023
63,316.85223174095154,1.5000000000000002e-05,1000.0,1000.0,NA,1024
64,319.8488755226135,1.5000000000000002e-05,1000.0,1000.0,NA,1023
65,322.87523913383484,1.5000000000000002e-05,1000.0,1000.0,NA,1024
66,325.8505048751831,1.5000000000000002e-05,1000.0,1000.0,NA,1024
67,328.8921227455139,1.5000000000000002e-05,1000.0,1000.0,NA,1024
68,331.86660599708557,1.5000000000000002e-05,1000.0,1000.0,NA,1023
69,334.84657287597656,1.5000000000000002e-05,1000.0,1000.0,NA,1023
70,337.8868887424469,1.5000000000000002e-05,1000.0,1000.0,NA,1024
71,340.9433784484863,1.5000000000000002e-05,1000.0,1000.0,NA,1024
72,343.882435798645,1.5000000000000002e-05,1000.0,1000.0,NA,1023
73,346.88086128234863,1.5000000000000002e-05,1000.0,1000.0,NA,1024
74,349.91359424591064,1.5000000000000002e-05,1000.0,1000.0,NA,1023
75,352.8846158981323,1.5000000000000002e-05,1000.0,1000.0,NA,1023
76,355.8450345993042,1.5000000000000002e-05,1000.0,1000.0,NA,1024
77,358.89698672294617,1.5000000000000002e-05,1000.0,1000.0,NA,1024
78,361.9579985141754,1.5000000000000002e-05,1000.0,1000.0,NA,1023
79,364.87070775032043,1.5000000000000002e-05,1000.0,1000.0,NA,1025
80,367.91043758392334,1.5000000000000002e-05,1000.0,1000.0,NA,1024
81,370.93659257888794,1.5000000000000002e-05,1000.0,1000.0,NA,1024
82,373.8595070838928,1.5000000000000002e-05,1000.0,1000.0,NA,1024
83,376.90338039398193,1.5000000000000002e-05,1000.0,1000.0,NA,1024
84,379.91551780700684,1.5000000000000002e-05,1000.0,1000.0,NA,1023
85,382.8702108860016,1.5000000000000002e-05,1000.0,1000.0,NA,1024
86,385.9182994365692,1.5000000000000002e-05,1000.0,1000.0,NA,1024
87,388.8788089752197,1.5000000000000002e-05,1000.0,1000.0,NA,1023
88,391.9130804538727,1.5000000000000002e-05,1000.0,1000.0,NA,1023
89,394.91294598579407,1.5000000000000002e-05,1000.0,1000.0,NA,1023
90,397.8693244457245,1.5000000000000002e-05,1000.0,1000.0,NA,1023
91,400.9094705581665,1.5000000000000002e-05,1000.0,1000.0,NA,1023
92,403.9352812767029,1.5000000000000002e-05,1000.0,1000.0,NA,1024
93,406.9322144985199,1.5000000000000002e-05,1000.0,1000.0,NA,1024
94,409.9709777832031,1.5000000000000002e-05,1000.0,1000.0,NA,1024
95,412.93520283699036,1.5000000000000002e-05,1000.0,1000.0,NA,1024
96,415.92492389678955,1.5000000000000002e-05,1000.0,1000.0,NA,1024
97,418.9601984024048,1.5000000000000002e-05,1000.0,1000.0,NA,1024
98,421.93986105918884,1.5000000000000002e-05,1000.0,1000.0,NA,1024
99,425.05000162124634,1.5000000000000002e-05,1000.0,1000.0,NA,1023
100,427.9318685531616,1.5000000000000002e-05,1000.0,1000.0,NA,1023
101,430.9806799888611,1.5000000000000002e-05,1000.0,1000.0,NA,1023
102,433.94831705093384,1.5000000000000002e-05,1000.0,1000.0,NA,1024
103,436.9209098815918,1.5000000000000002e-05,1000.0,1000.0,NA,1024
104,439.9834098815918,1.5000000000000002e-05,1000.0,1000.0,NA,1024
105,443.03555393218994,1.5000000000000002e-05,1000.0,1000.0,NA,1023
106,445.99896812438965,1.5000000000000002e-05,1000.0,1000.0,NA,1023
107,449.0432651042938,1.5000000000000002e-05,1000.0,1000.0,NA,1024
108,451.9347767829895,1.5000000000000002e-05,1000.0,1000.0,NA,1024
109,454.9779450893402,1.5000000000000002e-05,1000.0,1000.0,NA,1024
110,458.01377749443054,1.5000000000000002e-05,1000.0,1000.0,NA,1024
111,461.0147249698639,1.5000000000000002e-05,1000.0,1000.0,NA,1023
