,Time (s),Ion Gauge (mBar),Pirani 1 (mBar),Pirani 2 (mBar),Active Gauge (NA),Temperature (C)
78,2319.874659538269,4.5e-05,1000.0,1000.0,NA,1023
79,2349.890418291092,4.5e-05,1000.0,1000.0,NA,1023
80,2379.8668065071106,4.5e-05,1000.0,1000.0,NA,1023
81,2409.9053955078125,4.5e-05,1000.0,1000.0,NA,1024
82,2439.8363749980927,4.5e-05,1000.0,1000.0,NA,1024
83,2469.8611645698547,4.4000000000000006e-05,1000.0,1000.0,NA,1023
84,2499.906460046768,4.4000000000000006e-05,1000.0,1000.0,NA,1024
85,2529.8637523651123,4.4000000000000006e-05,1000.0,1000.0,NA,1024
86,2559.8562440872192,4.3e-05,1000.0,1000.0,NA,1024
87,2589.932712316513,4.3e-05,1000.0,1000.0,NA,1023
88,2619.8351590633392,4.3e-05,1000.0,1000.0,NA,1024
89,2649.937951564789,4.3e-05,1000.0,1000.0,NA,1023
90,2679.8715522289276,4.3e-05,1000.0,1000.0,NA,1024
91,2709.938930749893,4.2000000000000004e-05,1000.0,1000.0,NA,1023
92,2739.8924157619476,4.2000000000000004e-05,1000.0,1000.0,NA,1024
93,2769.915871858597,4.2000000000000004e-05,1000.0,1000.0,NA,1023
94,2799.8780488967896,4.1e-05,1000.0,1000.0,NA,1023
95,2829.8992960453033,4.1e-05,1000.0,1000.0,NA,1024
96,2859.861564397812,4.1e-05,1000.0,1000.0,NA,1023
97,2889.9027371406555,4.1e-05,1000.0,1000.0,NA,1024
98,2919.983613729477,4.1e-05,1000.0,1000.0,NA,1023
99,2949.880580663681,4e-05,1000.0,1000.0,NA,1023
100,2979.966938972473,4e-05,1000.0,1000.0,NA,1023
101,3009.8972334861755,4e-05,1000.0,1000.0,NA,1024
102,3039.8892199993134,4e-05,1000.0,1000.0,NA,1024
103,3069.890611886978,4e-05,1000.0,1000.0,NA,1023
104,3099.9296622276306,4e-05,1000.0,1000.0,NA,1023
105,3129.9704813957214,3.9e-05,1000.0,1000.0,NA,1024
106,3159.9680664539337,3.9e-05,1000.0,1000.0,NA,1024
107,3189.9090209007263,3.9e-05,1000.0,1000.0,NA,1024
108,3219.9379267692566,3.9e-05,1000.0,1000.0,NA,1023
109,3250.014815092087,3.8e-05,1000.0,1000.0,NA,1023
110,3279.969192504883,3.8e-05,1000.0,1000.0,NA,1024
111,3310.018707513809,3.8e-05,1000.0,1000.0,NA,1024
112,3339.9648611545563,3.8e-05,1000.0,1000.0,NA,1024
113,3369.9202246665955,3.8e-05,1000.0,1000.0,NA,1024
114,3399.953603029251,3.7000000000000005e-05,1000.0,1000.0,NA,1023
115,3429.991490840912,3.7000000000000005e-05,1000.0,1000.0,NA,1024
116,3459.941957473755,3.7000000000000005e-05,1000.0,1000.0,NA,1024
117,3490.0442819595337,3.7000000000000005e-05,1000.0,1000.0,NA,1024
118,3519.9546139240265,3.7000000000000005e-05,1000.0,1000.0,NA,1024
119,3550.0479395389557,3.6e-05,1000.0,1000.0,NA,1024
120,3579.998726606369,3.6e-05,1000.0,1000.0,NA,1023
121,3610.036471605301,3.6e-05,1000.0,1000.0,NA,1024
122,3639.986738681793,3.6e-05,1000.0,1000.0,NA,1024
123,3669.98047208786,3.5000000000000004e-05,1000.0,1000.0,NA,1024
124,3700.026148557663,3.5000000000000004e-05,1000.0,1000.0,NA,1024
125,3730.0140986442566,3.5000000000000004e-05,1000.0,1000.0,NA,1024
126,3759.98988199234,3.5000000000000004e-05,1000.0,1000.0,NA,1024
